PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref
smsc5,6k1/5p1p/4p1p1/3p4/3P1QP1/2n2PB1/1q4rP/2R2K2 w - - 2 41,c1c3 b2e2,1291,79,50,44,endgame mate mateIn1 oneMove,https://lichess.org/j1xdKWa9#81,,True,https://lichess.org/training/smsc5
gudiH,rnbq3r/ppp3kR/3p1bB1/3Pp3/4N3/2P1PQ2/PP3PP1/R3K3 b Q - 0 17,g7g6 f3h5,1291,76,96,7036,mate mateIn1 middlegame oneMove,https://lichess.org/s1gEmmxl/black#34,Dutch_Defense Dutch_Defense_Other_variations,True,https://lichess.org/training/gudiH
kVKUP,6k1/3N1pp1/4p2p/8/4QP2/6P1/qr5P/4R2K w - - 4 39,d7e5 b2h2 h1g1 a2f2,1291,74,96,20796,endgame mate mateIn2 short,https://lichess.org/QiByNmVy#77,,True,https://lichess.org/training/kVKUP
nKCYk,1b1r4/1R5p/1k4q1/3Q1p2/3p4/P7/1P3P1P/7K b - - 0 36,b6a6 d5b5,1291,157,86,18,endgame mate mateIn1 oneMove,https://lichess.org/mGtlW5vf/black#72,,True,https://lichess.org/training/nKCYk
dJqme,2kr4/p1p4p/Pp6/4P3/Q3p3/2P3P1/1r4q1/R1K1R3 w - - 0 30,a4e4 g2d2,1292,75,100,730,endgame mate mateIn1 oneMove,https://lichess.org/sCX49UWQ#59,,True,https://lichess.org/training/dJqme
YMepf,r5k1/q4pP1/4p3/7P/3PQ3/bPr2N2/p1PR1P2/K6R w - - 1 31,h5h6 a3b2 a1b2 a2a1q h1a1 a7a1,1292,76,94,4342,advancedPawn attraction exposedKing long mate mateIn3 middlegame promotion,https://lichess.org/xcbyvTXk#61,,True,https://lichess.org/training/YMepf
2UUMU,4R3/p4k1p/3p2p1/5r2/P4PQ1/1P5P/1qr5/5R1K w - - 2 32,f1e1 c2h2 h1g1 b2f2,1292,74,97,8127,endgame mate mateIn2 short,https://lichess.org/YLLqQq0e#63,,True,https://lichess.org/training/2UUMU
j2x8c,N5k1/1p4b1/2np2n1/p1p1p3/2P1N2q/P2PP2r/1P3PQ1/1RB3K1 w - - 2 24,g2g6 h3h1 g1g2 h4h3,1292,78,94,2768,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/mrMFzZ48#47,,True,https://lichess.org/training/j2x8c
oETXF,3q3k/Q3R2p/5rp1/2pP1p2/N1nb1P2/8/P5PP/5K2 b - - 0 25,f6d6 e7h7 h8g8 a7f7,1292,75,93,698,mate mateIn2 middlegame short,https://lichess.org/kG2pqRua/black#50,,True,https://lichess.org/training/oETXF
igesj,3r2k1/P4p2/6p1/6P1/2P5/5B1q/1Q3P2/5K2 w - - 1 44,f3g2 d8d1 f1e2 h3d3,1292,76,96,2050,endgame master mate mateIn2 short,https://lichess.org/dHsu8O5e#87,,True,https://lichess.org/training/igesj
I6rCv,3q2k1/6p1/8/4p3/8/3r1P1P/2p2RQ1/2R1K3 w - - 0 47,c1c2 d3d1 e1e2 d8d3,1292,75,98,735,endgame mate mateIn2 short,https://lichess.org/iJHnas9v#93,,True,https://lichess.org/training/I6rCv
Uxzqy,3rr3/pp3R1p/2p3pk/3q4/4n1Q1/2P3P1/1P3P1P/4R1K1 b - - 1 26,g6g5 g4h3 h6g6 h3h7,1293,75,100,3172,mate mateIn2 middlegame short,https://lichess.org/Eh9J2M3H/black#52,,True,https://lichess.org/training/Uxzqy
G41H1,r4r1k/1pp1p2p/p4n2/3pQ1N1/3P2q1/N1P4R/PP4P1/2K5 b - - 6 23,g4g2 h3h7 h8g8 e5e6 f8f7 e6f7,1293,80,93,17271,kingsideAttack long mate mateIn3 middlegame pin,https://lichess.org/3HCASV56/black#46,,True,https://lichess.org/training/G41H1
GGI7R,2Q2R2/p2r3k/1p2q1pp/3p4/P2Pp3/1PP3P1/7P/6K1 b - - 0 36,d7e7 f8h8 h7g7 c8f8,1293,76,94,22683,endgame master mate mateIn2 short,https://lichess.org/2YJ1DNMb/black#72,,True,https://lichess.org/training/GGI7R
SDOCy,r4k2/2p2r1q/pp2Q3/3Pp3/2P5/3P3R/6PP/7K b - - 8 37,h7f5 h3h8 f8g7 e6h6,1293,75,85,284,endgame mate mateIn2 short,https://lichess.org/RKjSg3aZ/black#74,,True,https://lichess.org/training/SDOCy
9X9Kq,r3r1k1/p2n1p2/6p1/4q3/7R/1P2P2Q/P4PPP/5RK1 b - - 2 23,d7f6 h4h8 g8g7 h3h6,1293,81,100,88,mate mateIn2 middlegame short,https://lichess.org/Yqqr3Tpl/black#46,,True,https://lichess.org/training/9X9Kq
