PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags,PatternMatch,puzzle_ref
HngyQ,6r1/8/1R5p/1R2B3/4k3/7P/P1r3P1/6K1 w - - 2 44,e5b8 c2g2 g1f1 g2g1 f1f2 g8g2,2033,96,44,32,endgame long mate mateIn3,https://lichess.org/xHizzPNs#87,,True,https://lichess.org/training/HngyQ
U7aCj,2k4r/ppp5/2p1p2q/8/4P3/3P1QR1/PPP3K1/R4N1r w - - 3 29,a1e1 h6h2 f1h2 h8h2,2033,79,77,156,mate mateIn2 middlegame sacrifice short,https://lichess.org/ApKCRWXT#57,,True,https://lichess.org/training/U7aCj
1kbjr,4rRk1/1p2r3/6pp/pq2P1b1/8/2p5/PPB2Q2/1K3R2 b - - 1 36,g8g7 f2f7 e7f7 f1f7,2034,78,96,2219,mate mateIn2 middlegame sacrifice short,https://lichess.org/TayIi5I4/black#72,,True,https://lichess.org/training/1kbjr
FyB5k,8/5pk1/4p1p1/RR2P1p1/1P1KP2P/6r1/2r5/8 w - - 0 38,h4g5 c2c3 b5c5 g3d3,2034,85,69,96,endgame mate mateIn2 quietMove rookEndgame short,https://lichess.org/ODJfhU2a#75,,True,https://lichess.org/training/FyB5k
32CWa,3kb1QR/1p6/p2p2p1/3Np3/4P3/P2PP3/1Kr2r2/8 w - - 0 33,b2b3 c2b2 b3c4 b7b5 c4c3 f2c2,2036,77,90,910,endgame long mate mateIn3,https://lichess.org/Rie6Tyjm#65,,True,https://lichess.org/training/32CWa
7rRO3,5r2/pp3P1r/3p1Rk1/2p1p1P1/2P5/1P3R1p/P6K/8 b - - 4 51,g6g5 h2g3 h3h2 f3f5,2037,74,97,889,endgame mate mateIn2 rookEndgame short,https://lichess.org/sSV7pacL/black#102,,True,https://lichess.org/training/7rRO3
iIktV,2r1k3/8/p3P3/1b1p4/1Q6/4P1N1/PPP4r/2K5 w - - 1 30,b4f4 h2c2 c1d1 c2c1 d1d2 c8c2,2039,84,87,175,endgame long mate mateIn3,https://lichess.org/KVbGd538#59,,True,https://lichess.org/training/iIktV
qD2gm,2k3r1/pp6/6r1/2PP1p1p/3QpR2/P2pP1qP/1P3RP1/6K1 w - - 3 31,f4f5 g3g2 f2g2 g6g2 g1f1 g2g1 f1f2 g8g2,2039,78,92,325,endgame kingsideAttack mate mateIn4 sacrifice veryLong,https://lichess.org/uvGfZb1e#61,,True,https://lichess.org/training/qD2gm
Wurww,3r2k1/6pp/p4p2/1p6/1Pb5/P2rPP2/1BR1KP1P/7R w - - 1 25,h1c1 d3d1 c2c4 d8d2,2039,76,95,2307,clearance discoveredAttack endgame mate mateIn2 sacrifice short,https://lichess.org/L087Curv#49,,True,https://lichess.org/training/Wurww
oWtRr,r6r/pR4pp/3kp3/3p3q/3P4/2N1n2P/P5P1/1R5K b - - 2 27,h5g6 c3b5 d6c6 b5a7 a8a7 b1b6,2040,170,82,18,long mate mateIn3 middlegame sacrifice,https://lichess.org/5U6nGpHI/black#54,,True,https://lichess.org/training/oWtRr
wdKtM,2r1kr2/1pqb1p1R/p3p1Q1/3pN3/1B1P1PP1/8/1PP2n2/2K4R b - - 0 23,f7g6 h7e7 e8d8 e5f7 f8f7 h1h8 f7f8 h8f8 d7e8 f8e8,2041,76,93,719,exposedKing mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/D9iF4i9N/black#46,,True,https://lichess.org/training/wdKtM
fcbBv,7r/pp3k2/3P4/4R3/1P3p2/3B1n2/r6P/5R1K w - - 1 38,f1f3 a2h2 h1g1 h2h1 g1g2 h8h2,2041,72,94,12813,endgame long mate mateIn3,https://lichess.org/9TVDb229#75,,True,https://lichess.org/training/fcbBv
Tbq5a,7r/p1N2pk1/1p4p1/3p1q1r/PP2p3/2P1P1P1/1B4KP/3RQ2R w - - 3 29,c7d5 f5f3 g2g1 f3h1 g1h1 h5h2 h1g1 h2h1 g1g2 h8h2,2045,78,89,594,attraction fork mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/2M8COCiz#57,,True,https://lichess.org/training/Tbq5a
CC664,5r2/5qkp/4R1p1/pp1P4/3Pp3/1P2Q1PP/P3R1K1/5r2 w - - 6 33,e3e4 f7f2 e2f2 f8f2,2049,76,94,195,endgame mate mateIn2 sacrifice short,https://lichess.org/kAcPmcTn#65,,True,https://lichess.org/training/CC664
2cBe1,5rk1/1b1RQppp/p3p3/1p2q3/2r1P3/P1P1B3/1P4PP/3R2K1 b - - 1 22,e5e4 e7f8 g8f8 d7d8 f8e7 e3g5 f7f6 d1d7,2051,79,99,305,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/71qlOoaq/black#44,,True,https://lichess.org/training/2cBe1
zyvOi,2R3N1/3k1p2/p3p1b1/1r2b3/3rN1P1/4KP2/1PR5/8 b - - 1 40,d4b4 g8f6 e5f6 c2c7,2052,75,97,811,mate mateIn2 middlegame sacrifice short,https://lichess.org/yBRrySew/black#80,,True,https://lichess.org/training/zyvOi
yLLct,1r1r2k1/1Qp2ppp/p3bq2/8/2P5/2P1P3/P3BPPP/2R1K2R w K - 1 18,b7c7 f6c3 c1c3 b8b1 c3c1 b1c1 e2d1 c1d1 e1e2 e6g4 f2f3 d8d2,2053,80,87,111,mate mateIn5 middlegame sacrifice veryLong,https://lichess.org/b5xikr1z#35,Indian_Defense Indian_Defense_Budapest_Defense,True,https://lichess.org/training/yLLct
